Profile,t_lifeweek,t_numberofdeath
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,23,1
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,28,1
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,20,1
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,2,1
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,49,1
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,33,1
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,29,1
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,50,1
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,44,1
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,35,1
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,21,1
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,12,1
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,39,1
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,2,1
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,19,1
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,15,1
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,30,1
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,1,1
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,33,1
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,29,1
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,11,1
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,42,1
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,41,1
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_3b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,29,1
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,42,1
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,4,1
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,32,1
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,6,1
Profile_4b,52,0
Profile_4b,35,1
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,15,1
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,25,1
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,47,1
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,22,1
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,4,1
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,33,1
Profile_4b,3,1
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,40,1
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,26,1
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,20,1
Profile_4b,52,0
Profile_4b,19,1
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,39,1
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,50,1
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,1
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,19,1
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,9,1
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,2,1
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,22,1
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,27,1
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,42,1
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,4,1
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,46,1
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,41,1
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,48,1
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,18,1
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,17,1
Profile_4b,52,0
Profile_4b,52,1
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,26,1
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,14,1
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,19,1
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,19,1
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,9,1
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,21,1
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,29,1
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,23,1
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,28,1
Profile_4b,52,0
Profile_4b,16,1
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,33,1
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,17,1
Profile_4b,50,1
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
